Effective Date;30-Day Average SOFR;90-Day Average SOFR;180-Day Average SOFR;SOFR Index
06/09/2020;0,052;0,10423;0,81668;1,04144196
06/08/2020;0,05167;0,11579;0,82488;1,04143994
06/05/2020;0,05;0,15002;0,84971;1,04143386
06/04/2020;0,04933;0,16147;0,85797;1,04143184
06/03/2020;0,049;0,17326;0,86628;1,0414301
06/02/2020;0,04767;0,18615;0,87454;1,04142808
06/01/2020;0,04667;0,20371;0,88279;1,04142634
05/29/2020;0,04333;0,25496;0,90874;1,04142114
05/28/2020;0,04167;0,27208;0,91762;1,0414194
05/27/2020;0,04067;0,28898;0,92649;1,04141767
05/26/2020;0,03967;0,30588;0,93481;1,04141593
05/22/2020;0,037;0,3745;0,96869;1,0414113
05/21/2020;0,03667;0,39184;0,97739;1,04141072
05/20/2020;0,037;0,40953;0,98616;1,04141043
05/19/2020;0,03667;0,42677;0,99476;1,04140928
05/18/2020;0,03633;0,44412;1,0033;1,04140812
05/15/2020;0,03433;0,49518;1,02882;1,04140378
05/14/2020;0,03567;0,51253;1,03758;1,0414032
05/13/2020;0,035;0,52955;1,04624;1,04140204
05/12/2020;0,03333;0,54635;1,05473;1,04140031
05/11/2020;0,03167;0,56326;1,06316;1,04139857
05/08/2020;0,02667;0,614;1,08835;1,04139337
05/07/2020;0,02533;0,63103;1,09678;1,04139192
05/06/2020;0,024;0,64816;1,10522;1,04139047
05/05/2020;0,02267;0,6653;1,11365;1,04138903
05/04/2020;0,02133;0,68255;1,12214;1,04138758
05/01/2020;0,01933;0,73487;1,14801;1,04138498
04/30/2020;0,01833;0,75223;1,15662;1,04138382
04/29/2020;0,01833;0,76971;1,16539;1,04138353
04/28/2020;0,01833;0,78663;1,17517;1,04138324
04/27/2020;0,01767;0,80333;1,18517;1,04138237
04/24/2020;0,01567;0,85343;1,21524;1,04137977
04/23/2020;0,01567;0,87035;1,22546;1,04137948
04/22/2020;0,016;0,88739;1,23569;1,04137919
04/21/2020;0,017;0,90443;1,24603;1,0413789
04/20/2020;0,01767;0,92136;1,25638;1,04137832
04/17/2020;0,02133;0,9718;1,28724;1,04137572
04/16/2020;0,03833;0,98862;1,29758;1,04137485
04/15/2020;0,046;1,00555;1,30792;1,04137398
04/14/2020;0,08067;1,02226;1,31849;1,04137225
04/13/2020;0,11667;1,0393;1,32984;1,04137167
04/09/2020;0,26736;1,10782;1,37184;1,04137051
04/08/2020;0,30336;1,12498;1,38214;1,04137022
04/07/2020;0,33971;1,14213;1,39243;1,04136993
04/06/2020;0,37605;1,15941;1,40272;1,04136965
04/03/2020;0,49009;1,21089;1,43333;1,04136878
04/02/2020;0,54444;1,22805;1,44345;1,04136849
04/01/2020;0,59713;1,2451;1,45358;1,0413682
03/31/2020;0,65016;1,26227;1,46382;1,04136791
03/30/2020;0,70318;1,27943;1,47412;1,04136762
03/27/2020;0,86095;1,33037;1,50781;1,04136675
03/26/2020;0,91365;1,34732;1,51794;1,04136646
03/25/2020;0,96602;1,36415;1,52807;1,04136617
03/24/2020;1,0184;1,38099;1,53837;1,04136588
03/23/2020;1,07044;1,39771;1,54951;1,04136531
03/20/2020;1,22558;1,44744;1,58059;1,04136184
03/19/2020;1,27697;1,46383;1,59066;1,0413601
03/18/2020;1,32635;1,47978;1,60052;1,04135721
03/17/2020;1,36105;1,49082;1,60842;1,04134159
03/16/2020;1,4051;1,50509;1,62124;1,04133407
03/13/2020;1,45248;1,52071;1,65809;1,04123862
03/12/2020;1,46517;1,5245;1,66369;1,04120391
03/11/2020;1,47952;1,52874;1,66957;1,04117065
03/10/2020;1,4952;1,53353;1,67568;1,04113855
03/09/2020;1,51155;1,53866;1,68162;1,04110703
03/06/2020;1,56028;1,55383;1,69904;1,0410116
03/05/2020;1,5763;1,55863;1,70481;1,04097922
03/04/2020;1,58831;1,5622;1,70996;1,04094365
03/03/2020;1,58698;1,56108;1,71316;1,04089623
03/02/2020;1,58731;1,56063;1,71663;1,04085026
;;;;
